Name,Phone,Address,Yelp_URL
"Steam - Shanghai Asian Fusion","+19172620565","470 6th Ave, New York, NY 10011","https://www.yelp.com/biz/steam-shanghai-asian-fusion-new-york-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Kogane Ramen-Brooklyn Heights","+17188752828","76 Henry St, Brooklyn, NY 11201","https://www.yelp.com/biz/kogane-ramen-brooklyn-heights-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Sappe","+12124666361","240 W 14th St, New York, NY 10011","https://www.yelp.com/biz/sappe-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Saint Julivert","+13479873710","264 Clinton St, Brooklyn, NY 11201","https://www.yelp.com/biz/saint-julivert-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Zaab Zaab","+17185763743","208 Grand St, Brooklyn, NY 11211","https://www.yelp.com/biz/zaab-zaab-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Bea","+12126021910","403 W 43rd St, New York, NY 10036","https://www.yelp.com/biz/bea-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Zaytinya - New York","+12128049070","1185 Broadway, New York, NY 10001","https://www.yelp.com/biz/zaytinya-new-york-new-york-5?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Al Badawi","Not available","1725 2nd Ave, New York, NY 10128","https://www.yelp.com/biz/al-badawi-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Hoek Pizza","+17188558111","117 Ferris St, Brooklyn, NY 11231","https://www.yelp.com/biz/hoek-pizza-brooklyn-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Habibi Rooftop the Restaurant","Not available","154 Scott Ave, Brooklyn, NY 11237","https://www.yelp.com/biz/habibi-rooftop-the-restaurant-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Yakiniku Futago Soho","+19179652212","341 W Broadway, New York, NY 10013","https://www.yelp.com/biz/yakiniku-futago-soho-new-york-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Salt + Charcoal","+17187822087","171 Grand St, Brooklyn, NY 11249","https://www.yelp.com/biz/salt-charcoal-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"LENOXTHAI","+12124666189","1217 1st Ave, New York, NY 10065","https://www.yelp.com/biz/lenoxthai-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Momofuku Noodle Bar - Uptown","Not available","10 Columbus Cir, Third Floor, New York, NY 10019","https://www.yelp.com/biz/momofuku-noodle-bar-uptown-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"POST","+19172612613","217 E 3rd St, New York, NY 10009","https://www.yelp.com/biz/post-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Maxi’s Noodle","+12122998209","68 Mott St, New York, NY 10013","https://www.yelp.com/biz/maxi-s-noodle-new-york-4?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"La Casa","+12016837970","54 Newark St, Hoboken, NJ 07030","https://www.yelp.com/biz/la-casa-hoboken?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
